compound_id,smiles
AAB0053,O=C(O)C(CCCN1CCCC1)C1CC2CCC1C2
AAB0054,CN(CCC(C(=O)O)C1CC2CCC1C2)CC1CCCC1
AAB0056,O=C(O)C(CCC1CCCCN1)C1CC2CCC1C2
AAB0057,O=C(O)C(C1CCCNCC1)C1CC2CCC1C2
AAB0058,O=C(O)C(CNCC1CCCCC1)C1CC2CCC1C2
AAB0059,O=C(O)C(CCN1CCCCCC1)C1CC2CCC1C2
AAB0060,O=C(O)C(CCCN1CCCN1)C1CC2CCC1C2
AAB0061,CC1C2CCC1(C)C2C(CCCN1CCCC1)C(=O)O
AAB0062,CC1C2CCC1(C)C2C(CCC1CCCCN1)C(=O)O
AAB0063,CC1C2CCC1(C)C2C(CN1CCNCC1)C(=O)O
AAB0064,CC1C2CCC1(C)C2C(CCN1CCCCCC1)C(=O)O
AAB0065,CC1C2CCC1(C)C2C(CCCCN(C)C)C(=O)O
AAB0066,CC1C2CCC1(C)C2C(C(=O)O)C1CCCNCC1
AAB0067,CC1C2CCC1(C)C2C(CN1CCCNCC1)C(=O)O
AAB0068,CC1C2CCC1(C)C2C(C(=O)O)C1CCNCC1
AAB0069,CC1C2CCC1(C)C2C(CN1CCCCCC1)C(=O)O
AAB0070,CC1C2CCC1(C)C2C(CCCN(C)CC1CCCCC1)C(=O)O
AAB0071,CC1C2CCC1(C)C2C(C(=O)O)C1COCCN1
AAB0072,CC(CC(C(=O)O)C1C2CCC1(C)C2C)N1CCNCC1
AAB0073,CC1C2CCC1(C)C2C(CN1CCCC1)C(=O)O
AAB0074,CC1C2CCC1(C)C2C(CCCN(C)C)C(=O)O
AAB0075,CC1C2CCC1(C)C2C(CCN1CCNCC1)C(=O)O
AAB0076,CC1C2CCC1(C)C2C(CCN1CCCC1)C(=O)O
AAB0077,CC1C2CCC1(C)C2C(CN1CCCC1c1ccccc1)C(=O)O
AAB0078,CCN(CC)CCC(C(=O)O)C1C2CCC1(C)C2C
AAB0079,CC1C2CCC1(C)C2C(CCCN1CCCN1)C(=O)O
AAB0080,CCN(C)CCC(C(=O)O)C1C2CCC1(C)C2C
AAB0081,CN(CCCC(C(=O)O)C1C2CCC1C2)CC1CCCCC1
AAB0082,O=C(O)C(CN1CCCNCC1)C1C2CCC1C2
AAB0083,O=C(O)C(CN1CCCC1c1ccccc1)C1C2CCC1C2
AAB0084,O=C(O)C(CCCN1CCCC1)C1C2CCC1C2
AAB0087,O=C(O)C(CCC1CCNCC1)C1C2CCC1C2
AAB0088,O=C(O)C(CCN1CCNCC1)C1C2CCC1C2
AAB0089,CC(CC(C(=O)O)C1C2CCC1C2)N1CCNCC1
AAB0090,O=C(O)C(CCC1CCCCN1)C1C2CCC1C2
AAB0092,O=C(O)C(CN1CCCCCC1)C1C2CCC1C2
AAB0093,CN(CCC(C(=O)O)C1C2CCC1C2)CC1CCCC1
AAB0094,O=C(O)C(CCCCN1CCCC1)C1C2CCC1C2
AAB0096,O=C(O)C(CNCC1CCCCC1)C1C2CCC1C2
AAB0097,O=C(O)C(CCCN1CCCN1)C1C2CCC1C2
AAB0098,O=C(O)C(CCN1CCCCCC1)C1C2CCC1C2
AAB0100,O=C(O)C(CCC1CCOCCN1)C1C2CCC1C2
AAB0101,O=C(O)C(CN1CCCC1)C1CCC2CCCCC2C1
AAB0102,CCN(C)CCC(C(=O)O)C1CCC2CCCCC2C1
AAB0104,O=C(O)C(CCN1CCCC1)C1CCC2CCCCC2C1
AAB0105,O=C(O)C(CC=C1CCCCN1)C1CCC2CCCCC2C1
AAB0107,O=C(O)C(CN1CCCNCC1)C1CCC2CCCCC2C1
AAB0108,CN(C)CCCC(C(=O)O)C1CCC2CCCCC2C1
AAB0109,CN(CCC(C(=O)O)C1CCC2CCCCC2C1)CC1CCCCC1
AAB0110,O=C(O)C(CCC1CCCCN1)C1CCC2CCCCC2C1
AAB0111,O=C(O)C(C1CCC2CCCCC2C1)C1COCCN1
AAB0114,CN(C)CCCCC(C(=O)O)C1CCC2CCCCC2C1
AAB0115,O=C(O)C(CCN1CCNCC1)C1CCC2CCCCC2C1
AAB0116,O=C(O)C(CN1CCCCCC1)C1CCC2CCCCC2C1
AAB0117,O=C(O)C(CCCN1CCCC1)C1CCC2CCCCC2C1
AAB0118,CN(CCC(C(=O)O)C1CCC2CCCCC2C1)CC1CCCC1
AAB0119,CN(CCCC(C(=O)O)C1CCC2CCCCC2C1)CC1CCCCC1
AAB0120,CC(CC(C(=O)O)C1CCC2CCCCC2C1)N1CCNCC1
CTRL_CEFTAROLINE,CN1C(=O)C(SC2=C(C(=O)O)C3SCC(C(=O)O)=C(C(=O)N(c4ccc(N5CCCC5)cc4)c4ccc(N5CCCC5)cc4)N3C2=O)N=C1C(=O)O
CTRL_MEROPENEM,CC1C(SC2CNC(C(=O)O)C2)=C(C(=O)O)N2C(=O)C(C)(O)C12
CTRL_Ceftobiprole,COc1cnc(C(=O)N2C3C(=O)N4C(C(=O)O)=C(SC5CNC(C(=O)O)C5)C2(C)C34)c(O)c1OC
AAB_TAN01,CC(C)(C=O)c1cc(-c2noc(-c3ccc4c(c3)OCC(=O)N4)n2)ccc1O
AAB_TAN02,CCCC(=O)Nc1ccc(-c2nc(-c3ccc(C(=O)O)cc3)no2)cc1
AAB_TAN03,O=C(O)c1ccc(-c2noc(-c3ccc(NC(=O)c4ccco4)cc3)n2)cc1
AAB_TAN04,O=C(Nc1ccc(-c2nc(-c3ccc(O)cc3)no2)cc1)c1ccccc1F
AAB_ODAN01,CC1(C)SC2C(NC(=O)Cc3ccc(O)cc3)C(=O)N2C1C(=O)O
AAB_ODAN02,CC1(C)SC2C(NC(=O)Cc3ccc(Cl)cc3)C(=O)N2C1C(=O)O
AAB_BOR01,O=C(NCB(O)O)c1ccccc1
AAB_BOR02,O=C(NCB(O)O)c1ccccc1Cc1ccccc1
AAB_MANG01,CC(C)=CCc1cc2c(O)c(O)c3oc(C)cc(=O)c3c2c(O)c1O
AAB_PYRZ01,Cc1ccc(C(=O)Nc2ccc(-c3cc(-c4ccc(F)cc4)nn3C)cc2)cc1
AAB_DIOSM01,COc1cc(-c2cc(=O)c3cc(OC4OC(C)C(O)C4O)ccc3o2)ccc1O
CTRL_Imipenem,CC12C(S)=C(C(=O)O)N3C(=O)C(C31)N2C(=O)Cc1ccccc1
BRICS-0000,COc1ccc(C=Cc2ccc(O)c(OC)c2)cc1O
BRICS-0001,COc1ccc(C=Cc2ccc(O)cc2)cc1O
BRICS-0002,COc1ccc(C=Cc2ccc(OC)c(O)c2)cc1O
BRICS-0003,COc1ccc(C=Cc2cc(O)c(OC)cc2OC)cc1O
BRICS-0004,COc1ccc(C=Cc2cn(CC3Oc4cc(O)ccc4CC3=O)c(=O)[nH]c2=O)cc1O
BRICS-0005,COc1ccc(C=Cc2cn(CC3N=C(C(=O)O)N(C)C3=O)c(=O)[nH]c2=O)cc1O
BRICS-0006,COc1ccc(C=Cc2cn(CN3C(=O)OC4CC5c6ccccc6CCN5CC43)c(=O)[nH]c2=O)cc1O
BRICS-0007,COc1ccc(C=Cc2cn(Cc3cc(=O)c4c(O)cc(O)cc4o3)c(=O)[nH]c2=O)cc1O
BRICS-0008,COc1ccc(C=Cc2cn(Cc3nc4ccccc4s3)c(=O)[nH]c2=O)cc1O
BRICS-0009,COc1ccc(C=Cc2cn(Cc3ccccc3)c(=O)[nH]c2=O)cc1O
BRICS-0010,COc1ccc(C=Cc2cn(Cc3ccc(O)cc3)c(=O)[nH]c2=O)cc1O
BRICS-0011,COc1ccc(C=Cc2cn(Cc3ccc(S(N)(=O)=O)cc3)c(=O)[nH]c2=O)cc1O
BRICS-0012,COc1ccc(C=Cc2cn(Cc3ccc(O)c(O)c3)c(=O)[nH]c2=O)cc1O
BRICS-0013,COc1ccc(C=Cc2cn(CC3CNC(C(=O)O)C3)c(=O)[nH]c2=O)cc1O
BRICS-0014,COc1ccc(C=Cc2cn(CC3CCNC3=O)c(=O)[nH]c2=O)cc1O
BRICS-0015,COc1ccc(C=Cc2cn(CC3C(=O)N4C(C(=O)O)=C(C(=O)O)C(C)C34)c(=O)[nH]c2=O)cc1O
BRICS-0016,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccccc4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0017,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccc(N5CCCC5)cc4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0018,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccc(O)cc4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0019,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccc(S(N)(=O)=O)cc4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0020,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccc(O)c(O)c4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0021,COc1ccc(C=Cc2cn(Cc3ccnc(C4CNC(C(=O)O)C4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0022,COc1ccc(C=Cc2cn(Cc3ccnc(C4CCNC4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0023,COc1ccc(C=Cc2cn(Cc3ccnc(C4C(=O)N5C(C(=O)O)=C(C(=O)O)C(C)C45)n3)c(=O)[nH]c2=O)cc1O
BRICS-0024,COc1ccc(C=Cc2cn(Cc3ccnc(C4Oc5cc(O)ccc5CC4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0025,COc1ccc(C=Cc2cn(Cc3ccnc(C4N=C(C(=O)O)N(C)C4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0026,COc1ccc(C=Cc2cn(Cc3ccnc(SC4N=C(C(=O)O)N(C)C4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0027,COc1ccc(C=Cc2cn(Cc3ccnc(SC4CCNC4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0028,COc1ccc(C=Cc2cn(Cc3ccnc(SC4=C(C(=O)O)N5C(=O)C(C)(O)C5C4C)n3)c(=O)[nH]c2=O)cc1O
BRICS-0029,COc1ccc(C=Cc2cn(Cc3ccnc(SC4C(=O)N5C(C(=O)O)=C(C(=O)O)C(C)C45)n3)c(=O)[nH]c2=O)cc1O
BRICS-0030,COc1ccc(C=Cc2cn(Cc3ccnc(-c4cc(=O)c5c(O)cc(O)cc5o4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0031,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nc5ccccc5s4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0032,COc1ccc(C=Cc2cn(Cc3ccnc(CCc4ccc(O)cc4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0033,COc1ccc(C=Cc2cn(Cc3ccnc(Cc4ccccc4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0034,COc1ccc(C=Cc2cn(Cc3ccnc(Nc4nc5ccccc5s4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0035,COc1ccc(C=Cc2cn(Cc3ccnc(Nc4ccccc4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0036,COc1ccc(C=Cc2cn(Cc3ccnc(NC4C(=O)N5C4SC(C)(C)C5C(=O)O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0037,COc1ccc(C=Cc2cn(Cc3ccnc(N4C(=O)OC5CC6c7ccccc7CCN6CC54)n3)c(=O)[nH]c2=O)cc1O
BRICS-0038,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(C5CNC(C(=O)O)C5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0039,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(C5CCNC5=O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0040,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(C5C(=O)N6C(C(=O)O)=C(C(=O)O)C(C)C56)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0041,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(C5Oc6cc(O)ccc6CC5=O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0042,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(C5N=C(C(=O)O)N(C)C5=O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0043,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(N5C(=O)OC6CC7c8ccccc8CCN7CC65)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0044,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(-c5cc(=O)c6c(O)cc(O)cc6o5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0045,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(-c5nc6ccccc6s5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0046,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(-c5ccccc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0047,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(-c5ccc(N6CCCC6)cc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0048,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(-c5ccc(O)cc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0049,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(-c5ccc(S(N)(=O)=O)cc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0050,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(-c5ccc(O)c(O)c5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0051,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(SC5N=C(C(=O)O)N(C)C5=O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0052,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(SC5CCNC5=O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0053,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(SC5=C(C(=O)O)N6C(=O)C(C)(O)C6C5C)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0054,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(SC5C(=O)N6C(C(=O)O)=C(C(=O)O)C(C)C56)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0055,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(Nc5nc6ccccc6s5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0056,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(Nc5ccccc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0057,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(NC5C(=O)N6C5SC(C)(C)C6C(=O)O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0058,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(CCc5ccc(O)cc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0059,COc1ccc(C=Cc2cn(Cc3ccnc(-c4nccc(Cc5ccccc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0060,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(c1cc(=O)c3c(O)cc(O)cc3o1)C2=O
BRICS-0061,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(c1nc3ccccc3s1)C2=O
BRICS-0062,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(Nc1nc3ccccc3s1)C2=O
BRICS-0063,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(Nc1ccccc1)C2=O
BRICS-0064,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(NC1C(=O)N3C1SC(C)(C)C3C(=O)O)C2=O
BRICS-0065,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(N1C(=O)OC3CC4c5ccccc5CCN4CC31)C2=O
BRICS-0066,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(C1Oc3cc(O)ccc3CC1=O)C2=O
BRICS-0067,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(C1N=C(C(=O)O)N(C)C1=O)C2=O
BRICS-0068,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(c1ccccc1)C2=O
BRICS-0069,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(c1ccc(O)cc1)C2=O
BRICS-0070,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(c1ccc(S(N)(=O)=O)cc1)C2=O
BRICS-0071,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(c1ccc(O)c(O)c1)C2=O
BRICS-0072,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(CCc1ccc(O)cc1)C2=O
BRICS-0073,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(Cc1ccccc1)C2=O
BRICS-0074,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(SC1N=C(C(=O)O)N(C)C1=O)C2=O
BRICS-0075,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(SC1CCNC1=O)C2=O
BRICS-0076,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(SC1=C(C(=O)O)N3C(=O)C(C)(O)C3C1C)C2=O
BRICS-0077,COc1cc(OC)c2c(c1)OC(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C(SC1C(=O)N3C(C(=O)O)=C(C(=O)O)C(C)C13)C2=O
BRICS-0078,COc1ccc(C=Cc2cn(Cc3ccnc(Cn4cc(C=Cc5ccc(O)c(OC)c5)c(=O)[nH]c4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0079,COc1ccc(C=Cc2cn(Cc3ccnc(Cn4cc(C=Cc5ccc(O)cc5)c(=O)[nH]c4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0080,COc1ccc(C=Cc2cn(Cc3ccnc(Cn4cc(C=Cc5ccc(OC)c(O)c5)c(=O)[nH]c4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0081,COc1ccc(C=Cc2cn(Cc3ccnc(Cn4cc(C=Cc5cc(O)c(OC)cc5OC)c(=O)[nH]c4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0082,COc1ccc(C=Cc2cn(Cc3ccnc(SC4=C(C(=O)O)C5SCC(C(=O)O)=C(C(=O)Nc6nc7ccccc7s6)N5C4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0083,COc1ccc(C=Cc2cn(Cc3ccnc(SC4=C(C(=O)O)C5SCC(C(=O)O)=C(C(=O)Nc6ccccc6)N5C4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0084,COc1ccc(C=Cc2cn(Cc3ccnc(SC4=C(C(=O)O)C5SCC(C(=O)O)=C(C(=O)NC6C(=O)N7C6SC(C)(C)C7C(=O)O)N5C4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0085,COc1ccc(C=Cc2cn(Cc3ccnc(SC4=C(C(=O)O)C5SCC(C(=O)O)=C(C(=O)N6C(=O)OC7CC8c9ccccc9CCN8CC76)N5C4=O)n3)c(=O)[nH]c2=O)cc1O
BRICS-0086,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(C5CNC(C(=O)O)C5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0087,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(C5CCNC5=O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0088,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(C5C(=O)N6C(C(=O)O)=C(C(=O)O)C(C)C56)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0089,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(C5Oc6cc(O)ccc6CC5=O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0090,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(C5N=C(C(=O)O)N(C)C5=O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0091,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(N5C(=O)OC6CC7c8ccccc8CCN7CC65)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0092,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(-c5cc(=O)c6c(O)cc(O)cc6o5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0093,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(-c5nc6ccccc6s5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0094,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(-c5ccccc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0095,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(-c5ccc(N6CCCC6)cc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0096,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(-c5ccc(O)cc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0097,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(-c5ccc(S(N)(=O)=O)cc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0098,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(-c5ccc(O)c(O)c5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0099,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(SC5N=C(C(=O)O)N(C)C5=O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0100,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(SC5CCNC5=O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0101,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(SC5=C(C(=O)O)N6C(=O)C(C)(O)C6C5C)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0102,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(SC5C(=O)N6C(C(=O)O)=C(C(=O)O)C(C)C56)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0103,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(Nc5nc6ccccc6s5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0104,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(Nc5ccccc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0105,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(NC5C(=O)N6C5SC(C)(C)C6C(=O)O)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0106,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(CCc5ccc(O)cc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0107,COc1ccc(C=Cc2cn(Cc3ccnc(-c4ccnc(Cc5ccccc5)n4)n3)c(=O)[nH]c2=O)cc1O
BRICS-0108,COc1cc(OC)c2c(c1)OC(Nc1nc3ccccc3s1)C(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C2=O
BRICS-0109,COc1cc(OC)c2c(c1)OC(Nc1ccccc1)C(c1nccc(Cn3cc(C=Cc4ccc(OC)c(O)c4)c(=O)[nH]c3=O)n1)C2=O
