compound_id,smiles
ALL_ET08,O=C(Nc1ccc(Oc2ccccc2F)cc1)c1ccncc1
ALL_ET09,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccccc1
ALL_ET10,O=C(Nc1ccc(Oc2cccc(F)c2)cc1)c1cccs1
ALL_IN01,O=C(Nc1ccc2[nH]c(=O)ccc2c1)c1ccccc1
ALL_IN02,O=C(Nc1ccc2[nH]c3ccccc3c2c1)c1ccccc1
ALL_IN03,O=C(Nc1ccc2c(c1)C=NO2)c1ccc(-c2ccccc2)cc1
ALL_IN04,Cc1c(C(=O)Nc2ccc(-c3ccccc3)cc2)c2ccccc2n1C
ALL_IN05,COc1ccc2[nH]c(C(=O)Nc3ccc(-c4ccccc4)cc3)cc2c1
ALL_IN06,O=C(Nc1ccc2ccccc2c1)c1ccc(-c2ccccc2)cc1
ALL_IN07,O=C(Nc1ccc2[nH]cnc2c1)c1ccc(-c2ccccc2)cc1
ALL_IN08,O=c1[nH]c2ccccc2n1Cc1ccc(-c2ccccc2)cc1
ALL_IN09,Cc1nc2ccccc2n1C(=O)Nc1ccc(-c2ccccc2)cc1
ALL_IN10,Cc1nc2ccccc2n1Cc1ccc(-c2ccccc2)cc1
ALL_IN11,O=c1[nH]c2ccccc2n1-c1ccc(-c2ccccc2)cc1
ALL_QU01,O=C(Nc1ccc2ncccc2c1)c1ccc(-c2ccccc2)cc1
ALL_QU02,O=C(Nc1ccc2cccnc2c1)c1ccc(F)cc1
ALL_QU04,O=S(=O)(c1ccc2ncccc2c1)Nc1ccc(-c2ccccc2)cc1
ALL_QU05,O=c1[nH]c2ccc3cccnc3c2n1Cc1ccc(-c2ccccc2)cc1
ALL_QU06,Cc1nc2ccc(-c3ccc(NC(=O)c4ccccc4)cc3)cc2s1
ALL_SP01,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2ccccc2)cc1
ALL_SP02,O=C(NC12CC3CC(CC(C3)C1)C2)Nc1ccc(-c2ccccc2)cc1
ALL_SP03,O=S(=O)(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2ccccc2)cc1
ALL_SP04,Cc1ccc(-c2ccc(C(=O)NC34CC5CC(CC(C5)C3)C4)cc2)cc1
ALL_SP05,O=C(NC1CC2CCC1C2)c1ccc(-c2ccccc2)cc1
ALL_SP06,O=C(NC1CC2CCC1C2)Nc1ccc(-c2ccc(F)cc2)cc1
ALL_SP07,O=C(NC12CC3CC(CC(C3)C1)C2)Nc1ccc(Oc2ccccc2)cc1
ALL_SP08,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(Oc2ccccc2)cc1
ALL_TE01,c1ccc(-c2ccc(CCc3nn[nH]n3)cc2)cc1
ALL_TE02,c1ccc(-c2ccc(COc3nn[nH]n3)cc2)cc1
ALL_TE03,c1ccc(-c2ccc(CNc3nn[nH]n3)cc2)cc1
ALL_TE04,Cc1ccc(-c2ccc(CCc3nn[nH]n3)cc2)cc1
ALL_TE05,O=C(Nc1ccc(CCc2nn[nH]n2)cc1)c1ccccc1
ALL_TE06,O=S(=O)(c1ccc(CCc2nn[nH]n2)cc1)Nc1ccccc1
ALL_TE07,c1ccc(-c2cc(-c3ccc(CCc4nn[nH]n4)cc3)ccc2)cc1
ALL_TE08,O=C(Nc1ccc(COc2nn[nH]n2)cc1)c1ccc(-c2ccccc2)cc1
ALL_SU01,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1ccc(F)cc1
ALL_SU02,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1cccs1
ALL_SU03,Cc1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)cc2)cc1
ALL_SU04,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1ccc(Cl)cc1
ALL_SU05,O=S(=O)(Nc1ccc(-c2cccs2)cc1)c1ccc(Cl)cc1
ALL_SU06,O=S(=O)(c1ccc(-c2ccc(NC(=O)c3ccccc3)cc2)cc1)N1CCCCC1
ALL_SU07,CN(C)S(=O)(=O)c1ccc(-c2ccc(NC(=O)c3ccccc3)cc2)cc1
ALL_SU08,O=S(=O)(Nc1ccc(-c2ccc(F)cc2)cc1)c1ccc(C(F)(F)F)cc1
ACT_HE01,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccnn1C
ACT_HE02,O=C(Nc1ccc(-c2ccccc2)cc1)c1cnn2ccccc12
ACT_HE03,O=C(Nc1ccc(-c2ccc(F)cc2)cc1)c1cnn(C)c1
ACT_HE04,Cc1c(C(=O)Nc2ccc(-c3ccccc3)cc2)cnn1C
ACT_HE05,O=C(Nc1ccc(-c2cccs2)cc1)c1n[nH]c2ccccc12
ACT_HE06,O=C(Nc1ccc(-c2ccccc2)cc1)c1nc2ccccc2[nH]1
ACT_HE07,COc1ccc(-c2ccc(NC(=O)c3cnn4ccccc34)cc2)cc1
ACT_HE08,O=C(Nc1ccc(-c2ccncc2)cc1)c1cnn(C)c1
ACT_HE09,Cc1nnc(C(=O)Nc2ccc(-c3ccccc3)cc2)o1
ACT_HE10,O=C(Nc1ccc(-c2ccccc2)cc1)c1cnc2ccccc2n1
ACT_HE11,Cc1c(C(=O)Nc2ccc(-c3ccc(F)cc3)cc2)sc2ccccc12
ACT_HE12,COc1ccc(-c2ccc(NC(=O)c3cnn4c(C)cccc34)cc2)cc1
ACT_OX01,O=C(Nc1ccc(-c2nc(C3=CC=C(O)C=C3)no2)cc1)c1ccccc1
ACT_OX02,O=C(Nc1ccc(-c2nc(C3=CC=C(F)C=C3)no2)cc1)c1ccccc1
ACT_OX03,O=C(Nc1ccc(-c2nc(C3=CC=CC=C3)no2)cc1)c1cccs1
ACT_OX04,Cc1ccc(C2=NOC(=N2)c3ccc(NC(=O)c4ccco4)cc3)cc1
ACT_OX05,O=C(Nc1ccc(-c2nc(C3=CC=C(Cl)C=C3)no2)cc1)c1ccccc1
ACT_OX06,COc1ccc(C2=NOC(=N2)c3ccc(NC(=O)c4cccnc4)cc3)cc1
ACT_OX07,Cc1ccc(C2=NOC(=N2)c3ccc(NC(=O)c4cccs4)cc3)cc1
ACT_OX08,Cc1ccc(-c2nc(C3=CC=C(O)C=C3)no2)cc1NC(=O)c1ccco1
ACT_OX09,O=C(Nc1ccc(C2=NOC(=N2)c2ccc(F)cc2)cc1)c1ccccc1
LIT_TAN01,CCc1cc(C2=NOC(=N2)c3ccc4c(c3)OCCO4)ccc1O
LIT_TAN02,Cc1cc(C2=NOC(=N2)c3ccc4c(c3)OCCC(=O)N4)ccc1O
LIT_TAN03,Cc1ccc(-c2nc(C3=CC=C(O)C=C3)no2)cc1NC(=O)c1ccco1
LIT_QUI01,N#Cc1ccc(NC(=O)N2C(c3ccccc3)=NC(c3cccc(C(=O)O)c3)=Nc3ccccc32)cc1
LIT_QUI02,N#Cc1ccc(NC(=O)N2C(c3ccc(F)cc3)=NC(c3cccc(C(=O)O)c3)=Nc3ccccc32)cc1
LIT_SHA01,Cc1ccc(C(=O)Nc2ccc(-c3cc(nn3C)c4ccc(F)cc4)cc2)cc1
LIT_SHA02,Cc1ccc(C(=O)Nc2ccc(-c3ncnc4cc(C)c(C)cc34)cc2)cc1
LIT_ODA01,CC1(C)SC2C(NC(=O)Cc3ccc(O)cc3)C(=O)N2C1C(=O)O
LIT_ODA02,CC1(C)SC2C(NC(=O)Cc3ccc(Cl)cc3)C(=O)N2C1C(=O)O
LIT_BEN01,Cc1ccc(C(=O)Nc2ccc(-c3ncnc4cc(C)c(C)cc34)cc2)cc1
LIT_DIO01,CC1C(C(C(O1)Oc2ccc3c(c2)C(=O)C=C(O3)c4ccc(O)c(OC)c4)O)O
ACT_PY01,Cc1ccc(C(=O)Nc2ccc(-c3cc(nn3C)c4ccc(Cl)cc4)cc2)cc1
ACT_PY02,COc1ccc(C(=O)Nc2ccc(-c3cc(nn3C)c4ccc(F)cc4)cc2)cc1
ACT_PY03,Cc1ccc(C(=O)Nc2ccc(-c3cc(nn3C3CCCC3)c4ccc(F)cc4)cc2)cc1
ACT_PY04,Cc1ccc(C(=O)Nc2ccc(-c3csc(Nc4ccccc4)n3)cc2)cc1
ACT_PY05,COc1ccc(C(=O)Nc2ccc(-c3csc(Nc4ccccc4)n3)cc2)cc1
CTRL_Ceftaroline,CN1C(=O)C(N=C1C(=O)O)SC2=C(C3N(C2=O)C(=C(CS3)C(=O)O)C(=O)N(C4=CC=C(C=C4)N5CCCC5)C6=CC=C(C=C6)N7CCCC7)C(=O)O
ALL_BA22,O=C(Nc1ccc(-c2ccc(OC(F)F)cc2)cc1)c1ccccc1
ALL_BA23,O=C(Nc1ccc(-c2ccc3c(c2)OCCO3)cc1)c1ccccc1
ALL_BA24,Cc1cc(C)c(-c2ccc(NC(=O)c3ccccc3)cc2)c(C)c1
ALL_BA25,O=C(Nc1ccc(-c2ccc(N3CCCCC3)cc2)cc1)c1ccccc1
ALL_ET11,O=C(Nc1ccc(Oc2ccc3c(c2)OCCO3)cc1)c1ccccc1
ALL_ET12,COc1ccccc1Oc1ccc(NC(=O)c2ccccc2)cc1
ALL_ET13,Cc1ccc(Oc2ccc(NC(=O)c3cccs3)cc2)cc1
ALL_ET14,O=C(Nc1ccc(Oc2ccc(C#N)cc2)cc1)c1ccccc1
ALL_ET15,Cc1cc(C)cc(Oc2ccc(NC(=O)c3ccccc3)cc2)c1
ALL_SU09,O=S(=O)(Nc1ccc(-c2ccsc2)cc1)c1ccc(C(F)(F)F)cc1
ALL_SU10,O=S(=O)(Nc1ccc(-c2cccc(F)c2)cc1)c1cccs1
ALL_SU11,Cc1ccc(S(=O)(=O)Nc2ccc(-c3cccs3)cc2)cc1
ALL_SU12,COc1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)cc2)cc1
ALL_SU13,O=S(=O)(Nc1ccc(-c2ccc(F)cc2)cc1)N1CCOCC1
ALL_SP09,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2ccc(F)cc2)cc1
ALL_SP10,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2cccs2)cc1
ALL_SP11,O=C(NC1CC2CCC1C2)c1ccc(-c2ccc(Cl)cc2)cc1
ALL_SP12,O=C(NC12CC3CC(CC(C3)C1)C2)Nc1ccc(-c2ccc(Cl)cc2)cc1
ALL_IN12,O=C(Nc1cccc2c1C=NO2)c1ccc(-c2ccccc2)cc1
ALL_IN14,O=C(Nc1ccc2[nH]c3ccccc3c2c1)c1ccc(F)cc1
ACT_HE13,O=C(Nc1ccc(-c2ccccc2)cc1)c1nccs1
ACT_HE14,O=C(Nc1ccc(-c2ccc(F)cc2)cc1)c1nccn1C
ACT_HE15,O=C(Nc1ccc(-c2ccccc2)cc1)c1cscn1
ACT_HE16,COc1ccc(-c2ccc(NC(=O)c3cnc4ccccc4c3)cc2)cc1
ACT_HE17,O=C(Nc1ccc(-c2ccccc2)cc1)c1cn2cccnc2n1
ACT_HE18,CCc1nnc(C(=O)Nc2ccc(-c3ccccc3)cc2)o1
ACT_HE19,O=C(Nc1ccc(-c2ccc(F)cc2)cc1)c1nnc(C2CC2)o1
ACT_OX10,O=C(Nc1ccc(C2=NOC(=N2)c2ccccc2)cc1)c1cccs1
ACT_OX11,Cc1ccc(C2=NOC(=N2)c3ccc(NC(=O)c4cccnc4)cc3)cc1
ACT_OX12,COc1ccc(C2=NOC(=N2)c3ccc(NC(=O)c4cccc(F)c4)cc3)cc1
ACT_OX13,O=C(Nc1ccc(-c2nc(C3=CC=C(OC(F)F)C=C3)no2)cc1)c1ccccc1
ACT_OX14,COc1ccc(-c2nc(C3=CC=C(NC(=O)c4ccccc4)C=C3)no2)cc1
ALL_TE09,c1ccc(-c2ccc(CCc3nnc(CCC4CC4)n3C)cc2)cc1
ALL_TE10,c1ccc(-c2ccc(CCC3=NN=NN3C3CCCCC3)cc2)cc1
ALL_TE11,Cc1ccc(-c2ccc(CCc3nnc(C)n3C)cc2)cc1
ACT_PY06,Cc1ccc(C(=O)Nc2ccc(-c3cc(nn3C)c4ccc(C(F)(F)F)cc4)cc2)cc1
ACT_PY07,COc1ccc(-c2ccc(C(=O)Nc3ccc(-c4cc(nn4C)c4ccc(F)cc4)cc3)cc2)cc1
ACT_PY08,Cc1ccc(C(=O)Nc2ccc(-c3cc(nn3C)c4ccncc4)cc2)cc1
ALL_QU07,O=C(Nc1ccc2ncccc2c1)c1ccc(-c2ccc(F)cc2)cc1
ALL_QU08,O=C(Nc1ccc2ncccc2c1)c1cscc1
ALL_QU09,O=C(Nc1ccc2cccnc2c1)Nc1ccc(-c2ccccc2)cc1
ACT_HB01,O=C(Nc1ccc(-c2ccccc2)cc1)c1nc2ccccc2s1
ACT_HB02,O=C(Nc1ccc(-c2ccc(F)cc2)cc1)c1nc2ccccc2o1
ACT_HB03,COc1ccc(-c2ccc(NC(=O)c3nc4ccccc4s3)cc2)cc1
ACT_AT01,O=C(Nc1ccc(-c2ccc(Nc3nccs3)cc2)cc1)c1ccccc1
ACT_AT02,COc1ccc(-c2ccc(Nc3nc(C)c(C)s3)cc2)cc1
ALL_SU14,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1ccc2c(c1)OCCO2
ALL_SU15,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1ccc2ccccc2c1
LIT_PYR01,Cc1cc(C)n(-c2ccc(C(=O)Nc3ccc(-c4ccccc4)cc3)cc2)n1
LIT_PYR02,Cc1ccc(C(=O)Nc2ccc(-c3cnn(C)c3)cc2)cc1
LIT_PYR03,COc1ccc(C(=O)Nc2ccc(-c3cnn(C)c3)cc2)cc1
